项目,结果,学年,学期,学位,国家,分数制,GPA
ECE Meng@UIUC,Reject,2024,Fall,Master,美国,4.0,3.81
ECE Meng@UIUC,Reject,2024,Fall,Master,美国,100,90.7
ECE Meng@UIUC,Reject,2024,Fall,Master,美国,100,93.05
ECE Meng@UIUC,Admit,2024,Fall,Master,美国,100,90.5
ECE Meng@UIUC,Admit,2024,Fall,Master,美国,4.0,3.75
ECE Meng@UIUC,Admit,2023,Fall,Master,美国,100,87.5
ECE Meng@UIUC,Reject,2023,Fall,Master,美国,4.3,3.97
ECE Meng@UIUC,Admit,2023,Fall,Master,美国,4.0,3.95
ECE Meng@UIUC,Reject,2023,Fall,Master,美国,4.0,3.83
ECE Meng@UIUC,Admit,2023,Fall,Master,美国,4.0,3.59
ECE Meng@UIUC,Admit,2023,Fall,Master,美国,5.0,4.41
ECE Meng@UIUC,Reject,2023,Fall,Master,美国,100,89.7
ECE Meng@UIUC,Reject,2023,Fall,Master,美国,100,90.3
ECE Meng@UIUC,Reject,2023,Fall,Master,美国,4.0,3.85
ECE Meng@UIUC,Reject,2023,Fall,Master,美国,100,88.0
ECE Meng@UIUC,Reject,2023,Fall,Master,美国,4.0,3.87
ECE Meng@UIUC,Admit,2023,Fall,Master,美国,100,92.91
ECE Meng@UIUC,Reject,2023,Fall,Master,美国,4.0,3.7
ECE Meng@UIUC,Admit,2023,Fall,Master,美国,100,90.9
ECE Meng@UIUC,Admit,2023,Fall,Master,美国,4.0,3.74
ECE Meng@UIUC,Reject,2023,Fall,Master,美国,100,86.5
ECE Meng@UIUC,Reject,2023,Fall,Master,美国,4.0,3.3
ECE Meng@UIUC,Admit,2023,Fall,Master,美国,4.3,3.75
ECE Meng@UIUC,Reject,2023,Fall,Master,美国,100,87.0
ECE PhD@UT-Austin,Admit,2023,Fall,PhD,美国,4.0,3.76
ECE@CMU,Admit,2025,Spring,Master,美国,4.0,3.88
ECE@CMU,Reject,2024,Fall,Master,美国,4.0,3.96
ECE@CMU,Reject,2024,Fall,Master,美国,100,91.82
ECE@CMU,Reject,2024,Fall,Master,美国,4.0,3.81
ECE@CMU,Reject,2024,Fall,Master,美国,4.0,3.92
ECE@CMU,Reject,2024,Fall,Master,美国,4.0,3.82
ECE@CMU,Reject,2024,Fall,Master,美国,100,90.5
ECE@CMU,Reject,2024,Fall,Master,美国,100,91.11
ECE@CMU,Admit,2024,Fall,Master,美国,100,89.1
ECE@CMU,Admit,2024,Fall,Master,美国,4.0,3.87
ECE@CMU,Admit,2024,Spring,Master,美国,100,90.3
ECE@CMU,Reject,2023,Fall,Master,美国,100,90.9
ECE@CMU,Reject,2023,Fall,Master,美国,100,86.74
ECE@CMU,Reject,2023,Fall,Master,美国,4.0,3.5
ECE@CMU,Reject,2023,Fall,Master,美国,4.3,3.97
ECE@CMU,Reject,2023,Fall,Master,美国,100,91.63
ECE@CMU,Reject,2023,Fall,Master,美国,4.0,3.92
ECE@CMU,Reject,2023,Fall,Master,美国,4.0,3.85
ECE@CMU,Reject,2023,Fall,Master,美国,4.0,3.86
ECE@CMU,Reject,2023,Fall,Master,美国,4.0,3.83
ECE@CMU,Admit,2023,Fall,Master,美国,4.0,3.97
ECE@CMU,Admit,2023,Fall,Master,美国,100,94.48
ECE@CMU,Admit,2023,Fall,Master,美国,4.0,3.95
ECE@CMU,Admit,2023,Fall,Master,美国,4.0,3.98
ECE@CMU,Admit,2023,Fall,Master,美国,4.0,3.8
ECE@CMU,Admit,2023,Fall,Master,美国,4.0,3.78
ECE@CMU,Reject,2023,Fall,Master,美国,4.3,3.75
ECE@CMU,Reject,2023,Fall,Master,美国,100,87.0
ECE@CMU,Reject,2022,Fall,Master,美国,100,88.42
ECE@Duke,Admit,2024,Fall,Master,美国,4.0,3.75
ECE@Duke,Reject,2024,Fall,Master,美国,100,89.1
ECE@Duke,Admit,2024,Fall,Master,美国,4.0,3.96
ECE@Duke,Admit,2024,Fall,Master,美国,4.0,3.82
ECE@Duke,Admit,2024,Fall,Master,美国,4.0,3.94
ECE@Duke,Admit,2024,Fall,Master,美国,4.0,3.92
ECE@Duke,Admit,2024,Fall,Master,美国,4.0,3.81
ECE@Duke,Reject,2024,Fall,Master,美国,4.0,3.75
ECE@Duke,Reject,2023,Fall,Master,美国,5.0,4.43
ECE@Duke,Reject,2023,Fall,Master,美国,100,86.74
ECE@Duke,Reject,2023,Fall,Master,美国,4.0,3.92
ECE@Duke,Reject,2023,Fall,Master,美国,4.3,3.7
ECE@Duke,Reject,2023,Fall,Master,美国,4.0,3.5
ECE@Duke,Reject,2023,Fall,Master,美国,4.0,3.76
ECE@Duke,Reject,2023,Fall,Master,美国,4.0,3.87
ECE@Duke,Reject,2023,Fall,Master,美国,100,87.5
ECE@Duke,Reject,2023,Fall,Master,美国,100,86.99
ECE@Duke,Reject,2023,Fall,Master,美国,4.0,3.3
ECE@Duke,Reject,2023,Fall,Master,美国,4.0,3.7
ECE@Duke,Reject,2023,Fall,Master,美国,5.0,4.41
ECE@Duke,Admit,2023,Fall,Master,美国,4.0,3.92
ECE@Duke,Admit,2023,Fall,Master,美国,100,90.9
ECE@Duke,Admit,2023,Fall,Master,美国,4.0,3.94
ECE@Duke,Admit,2023,Fall,Master,美国,4.3,3.96
ECE@Duke,Admit,2023,Fall,Master,美国,4.3,3.97
ECE@Duke,Admit,2023,Fall,Master,美国,5.0,4.55
ECE@Duke,Admit,2023,Fall,Master,美国,4.0,3.98
ECE@Duke,Admit,2023,Fall,Master,美国,100,88.0
ECE@Duke,Reject,2023,Fall,Master,美国,4.3,3.75
ECE@Duke,Reject,2022,Fall,Master,美国,100,90.11
ECE@GaTech,Reject,2024,Fall,Master,美国,100,89.1
ECE@GaTech,Admit,2024,Fall,Master,美国,4.0,3.96
ECE@GaTech,Reject,2023,Fall,Master,美国,4.3,3.97
ECE@GaTech,Admit,2023,Fall,Master,美国,5.0,4.75
ECE@Purdue,Admit,2023,Fall,Master,美国,4.0,3.85
ECE@UCLA,Admit,2024,Fall,Master,美国,4.0,3.96
ECE@UT Austin,Reject,2024,Fall,Master,美国,4.0,3.75
ECE@UT Austin,Reject,2024,Fall,Master,美国,4.0,3.82
ECE@UT Austin,Reject,2024,Fall,Master,美国,100,89.1
ECE@UT Austin,Reject,2024,Fall,Master,美国,4.0,3.81
ECE@UT Austin,Reject,2024,Fall,Master,美国,100,90.5
ECE@UT Austin,Reject,2024,Fall,Master,美国,100,91.11
ECE@UT Austin,Admit,2024,Fall,Master,美国,100,94.25
ECE@UT Austin,Admit,2024,Fall,Master,美国,4.0,3.92
ECE@UT Austin,Reject,2023,Fall,Master,美国,100,86.5
ECE@UT Austin,Reject,2023,Fall,Master,美国,5.0,4.43
ECE@UT Austin,Reject,2023,Fall,Master,美国,4.3,4.1
ECE@UT Austin,Reject,2023,Fall,Master,美国,4.3,3.97
ECE@UT Austin,Reject,2023,Fall,Master,美国,5.0,4.41
ECE@UT Austin,Admit,2023,Fall,Master,美国,4.0,3.9
ECE@UT Austin,Reject,2023,Fall,Master,美国,100,92.3
ECE@UT Austin,Admit,2023,Fall,Master,美国,100,90.3
ECE@UT Austin,Admit,2023,Fall,Master,美国,4.0,3.95
ECE@UT Austin,Admit,2023,Fall,Master,美国,4.0,3.84
ECE@UT Austin,Admit,2022,Fall,Master,美国,100,90.11
ECE@UT Austin,Admit,2022,Fall,Master,美国,100,88.42
EE PMP@UW,Reject,2024,Fall,Master,美国,4.3,3.7
EE PMP@UW,Admit,2024,Fall,Master,美国,4.0,3.5
EE PMP@UW,Admit,2024,Fall,Master,美国,5.0,4.33
EE PMP@UW,Admit,2024,Fall,Master,美国,4.0,3.75
EE PMP@UW,Admit,2024,Fall,Master,美国,100,89.1
EE PMP@UW,Admit,2024,Fall,Master,美国,100,90.5
EE PMP@UW,Admit,2023,Fall,Master,美国,4.3,3.41
EE PMP@UW,Admit,2023,Fall,Master,美国,4.0,3.37
EE PMP@UW,Admit,2023,Fall,Master,美国,100,86.74
EE PMP@UW,Admit,2023,Fall,Master,美国,4.0,3.92
EE PMP@UW,Admit,2023,Fall,Master,美国,4.0,3.85
EE PMP@UW,Admit,2023,Fall,Master,美国,100,88.0
EE PMP@UW,Admit,2023,Fall,Master,美国,100,86.5
EE@Caltech,Reject,2024,Fall,Master,美国,4.0,3.96
EE@Caltech,Reject,2023,Fall,Master,美国,4.3,3.97
EE@Columbia,Admit,2024,Fall,Master,美国,4.0,3.7
EE@Columbia,Admit,2024,Fall,Master,美国,4.0,3.7
EE@Columbia,Admit,2023,Fall,Master,美国,4.0,3.85
EE@Stanford,Reject,2024,Fall,Master,美国,100,90.28
EE@Stanford,Reject,2024,Fall,Master,美国,4.0,3.96
EE@Stanford,Reject,2024,Fall,Master,美国,4.0,3.98
EE@Stanford,Reject,2024,Fall,Master,美国,100,92.0
EE@Stanford,Reject,2024,Fall,Master,美国,100,91.82
EE@Stanford,Reject,2024,Fall,Master,美国,100,94.25
EE@Stanford,Reject,2024,Fall,Master,美国,4.0,3.77
EE@Stanford,Reject,2024,Fall,Master,美国,4.0,3.75
EE@Stanford,Reject,2024,Fall,Master,美国,100,90.5
EE@Stanford,Reject,2024,Fall,Master,美国,100,91.11
EE@Stanford,Reject,2023,Fall,Master,美国,4.3,3.96
EE@Stanford,Reject,2023,Fall,Master,美国,4.0,3.8
EE@Stanford,Reject,2023,Fall,Master,美国,4.0,3.98
EE@Stanford,Reject,2023,Fall,Master,美国,4.3,3.97
EE@Stanford,Admit,2023,Fall,Master,美国,4.3,3.94
EE@Stanford,Admit,2023,Fall,Master,美国,4.0,3.97
EE@Stanford,Admit,2023,Fall,Master,美国,100,92.3
EE@Stanford,Admit,2023,Fall,Master,美国,4.0,3.95
EE@Upenn,Admit,2023,Fall,Master,美国,100,86.5
EECS Meng@Berkeley,Reject,2024,Fall,Master,美国,4.0,3.94
EECS Meng@Berkeley,Reject,2024,Fall,Master,美国,4.3,3.7
EECS Meng@Berkeley,Reject,2024,Fall,Master,美国,4.0,3.97
EECS Meng@Berkeley,Reject,2024,Fall,Master,美国,100,91.11
EECS Meng@Berkeley,Admit,2024,Fall,Master,美国,100,94.25
EECS Meng@Berkeley,Admit,2024,Fall,Master,美国,100,92.0
EECS Meng@Berkeley,Admit,2024,Fall,Master,美国,100,91.82
EECS Meng@Berkeley,Reject,2023,Fall,Master,美国,4.3,3.97
EECS Meng@Berkeley,默拒,2023,Fall,Master,美国,4.0,3.94
EECS Meng@Berkeley,Reject,2023,Fall,Master,美国,100,94.48
EECS Meng@Berkeley,Reject,2023,Fall,Master,美国,4.0,3.92
EECS Meng@Berkeley,Reject,2023,Fall,Master,美国,4.3,4.09
EECS Meng@Berkeley,Reject,2023,Fall,Master,美国,100,86.74
EECS Meng@Berkeley,Reject,2023,Fall,Master,美国,4.3,3.55
EECS Meng@Berkeley,Reject,2023,Fall,Master,美国,100,92.3
EECS Meng@Berkeley,Waitlist,2023,Fall,Master,美国,4.0,3.95
EECS Meng@Berkeley,默拒,2023,Fall,Master,美国,其他,27.89
EECS Meng@Berkeley,Admit,2023,Fall,Master,美国,4.3,3.94
EECS Meng@Berkeley,Admit,2023,Fall,Master,美国,4.0,3.96
EECS Meng@Berkeley,Admit,2023,Fall,Master,美国,4.0,3.95
EECS Meng@Berkeley,Admit,2023,Fall,Master,美国,4.0,3.94
EECS Meng@Berkeley,Admit,2023,Fall,Master,美国,4.0,3.97
EECS Meng@Berkeley,Admit,2023,Fall,Master,美国,4.3,3.96
EECS Meng@Berkeley,Reject,2022,Fall,Master,美国,100,90.11
EECS Meng@Berkeley,Reject,2022,Fall,Master,美国,100,88.42
EECS Meng@Berkeley,Reject,2022,Fall,Master,美国,100,89.28
EECS PhD@MIT,Reject,2024,Fall,PhD,美国,4.0,3.97
ESE PhD@Upenn,Admit,2023,Fall,PhD,美国,4.0,3.96
ICME@Stanford,Reject,2023,Fall,Master,美国,4.0,3.97
IEOR MEng@Berkeley,Admit,2023,Fall,Master,美国,4.0,3.92
IS@NEU,Admit,2023,Fall,Master,美国,4.3,3.55
IS@NEU,Admit,2023,Fall,Master,美国,100,86.99
IS@NEU,Admit,2023,Fall,Master,美国,100,86.5
IS@NEU,Admit,2023,Fall,Master,美国,4.0,3.74
IS@NEU,Admit,2023,Fall,Master,美国,4.0,3.3
Math PhD@UCLA,Reject,2023,Fall,PhD,美国,4.0,3.86
MCDS@CMU,Reject,2024,Fall,Master,美国,4.0,3.75
MCDS@CMU,Admit,2024,Fall,Master,美国,4.0,3.98
MCDS@CMU,Reject,2024,Fall,Master,美国,4.0,3.83
MCDS@CMU,Reject,2024,Fall,Master,美国,100,91.82
MCDS@CMU,Admit,2024,Fall,Master,美国,4.0,3.87
MCDS@CMU,Admit,2024,Fall,Master,美国,4.0,3.93
MCDS@CMU,Reject,2024,Fall,Master,美国,4.0,3.69
MCDS@CMU,Reject,2024,Fall,Master,美国,100,90.5
MCDS@CMU,Admit,2024,Fall,Master,美国,100,91.11
MCDS@CMU,Reject,2023,Fall,Master,美国,4.0,3.92
MCDS@CMU,Admit,2023,Fall,Master,美国,4.3,3.94
MCDS@CMU,Reject,2023,Fall,Master,美国,4.3,4.09
MCDS@CMU,Reject,2023,Fall,Master,美国,100,90.3
MCDS@CMU,Reject,2023,Fall,Master,美国,4.0,3.95
MCDS@CMU,Reject,2023,Fall,Master,美国,100,89.61
MCDS@CMU,Reject,2023,Fall,Master,美国,100,90.52
MCDS@CMU,Reject,2023,Fall,Master,美国,4.0,3.91
MCDS@CMU,Reject,2023,Fall,Master,美国,100,91.18
MCDS@CMU,Reject,2023,Fall,Master,美国,4.0,3.96
MCDS@CMU,Admit,2023,Fall,Master,美国,100,91.61
MCDS@CMU,Reject,2023,Fall,Master,美国,100,91.63
MCDS@CMU,Reject,2023,Fall,Master,美国,4.3,4.1
MCDS@CMU,Admit,2023,Fall,Master,美国,100,92.3
MCDS@CMU,Reject,2023,Fall,Master,美国,4.0,3.97
MCDS@CMU,Admit,2023,Fall,Master,美国,100,94.48
MCDS@CMU,Admit,2023,Fall,Master,美国,4.0,3.88
MCDS@CMU,Reject,2023,Fall,Master,美国,4.0,3.95
MCIS@UPenn,Waitlist,2024,Fall,Master,美国,4.0,3.89
MCIS@UPenn,Reject,2024,Fall,Master,美国,4.0,3.97
MCIS@UPenn,Admit,2024,Fall,Master,美国,4.0,3.97
MCIS@UPenn,Reject,2024,Fall,Master,美国,100,91.08
MCIS@UPenn,Reject,2024,Fall,Master,美国,4.0,3.93
MCIS@UPenn,Reject,2024,Fall,Master,美国,4.3,4.05
MCIS@UPenn,Reject,2024,Fall,Master,美国,4.3,3.7
MCIS@UPenn,Reject,2023,Fall,Master,美国,5.0,4.55
MCIS@UPenn,Admit,2023,Fall,Master,美国,4.0,3.86
MCIS@UPenn,Reject,2023,Fall,Master,美国,100,94.48
MCIS@UPenn,Reject,2023,Fall,Master,美国,4.0,3.9
MCIS@UPenn,Reject,2023,Fall,Master,美国,4.0,3.97
MCIS@UPenn,Reject,2023,Fall,Master,美国,100,89.7
MCIS@UPenn,Reject,2023,Fall,Master,美国,100,91.18
MCIS@UPenn,Reject,2023,Fall,Master,美国,5.0,4.57
MCIS@UPenn,Reject,2023,Fall,Master,美国,4.0,3.94
MCIS@UPenn,Reject,2023,Fall,Master,美国,4.0,3.8
MCIS@UPenn,Admit,2023,Fall,Master,美国,4.0,3.88
MCIS@UPenn,Reject,2022,Fall,Master,美国,100,88.42
MCIT@UPenn,Reject,2023,Fall,Master,美国,4.0,3.92
MCS in Chicago@UIUC,Reject,2024,Fall,Master,美国,4.0,3.83
MCS@NCSU,Admit,2024,Fall,Master,美国,5.0,4.33
MCS@NCSU,Admit,2024,Fall,Master,美国,4.0,3.5
MCS@NCSU,Admit,2023,Fall,Master,美国,4.0,3.7
MCS@NCSU,Reject,2023,Fall,Master,美国,4.3,3.55
MCS@NCSU,Reject,2023,Fall,Master,美国,5.0,4.55
MCS@NCSU,Admit,2023,Fall,Master,美国,100,86.5
MCS@NCSU,Admit,2023,Fall,Master,美国,100,86.99
MCS@NCSU,Admit,2023,Fall,Master,美国,100,86.5
MCS@NCSU,Admit,2023,Fall,Master,美国,4.0,3.65
MCS@NCSU,Admit,2023,Fall,Master,美国,4.0,3.3
MCS@NCSU,Admit,2023,Fall,Master,美国,4.0,3.1
MCS@NCSU,Admit,2023,Fall,Master,美国,4.3,3.83
MCS@NCSU,Admit,2023,Fall,Master,美国,4.3,3.41
MCS@Rice,Admit,2024,Fall,Master,美国,4.0,3.96
MCS@Rice,Reject,2024,Fall,Master,美国,4.3,3.7
MCS@Rice,Reject,2024,Fall,Master,美国,4.0,3.46
MCS@Rice,Admit,2024,Fall,Master,美国,100,93.5
MCS@Rice,Reject,2024,Fall,Master,美国,4.0,3.85
MCS@Rice,Reject,2024,Fall,Master,美国,5.0,4.33
MCS@Rice,Reject,2024,Fall,Master,美国,4.0,3.81
MCS@Rice,Reject,2024,Fall,Master,美国,100,85.14
MCS@Rice,Admit,2024,Fall,Master,美国,4.0,3.83
MCS@Rice,Admit,2024,Fall,Master,美国,4.0,3.87
MCS@Rice,Admit,2024,Fall,Master,美国,100,89.1
MCS@Rice,Admit,2024,Fall,Master,美国,100,90.6
MCS@Rice,Admit,2024,Fall,Master,美国,4.0,3.92
MCS@Rice,Admit,2024,Fall,Master,美国,100,90.5
MCS@Rice,Admit,2024,Fall,Master,美国,100,91.08
MCS@Rice,Admit,2024,Fall,Master,美国,100,90.5
MCS@Rice,Admit,2024,Fall,Master,美国,4.0,3.94
MCS@Rice,Admit,2024,Fall,Master,美国,100,94.25
MCS@Rice,Admit,2024,Fall,Master,美国,4.0,3.97
MCS@Rice,Reject,2023,Fall,Master,美国,5.0,4.43
MCS@Rice,Reject,2023,Fall,Master,美国,4.0,3.48
MCS@Rice,Reject,2023,Fall,Master,美国,100,86.74
MCS@Rice,Reject,2023,Fall,Master,美国,4.0,3.7
MCS@Rice,Admit,2023,Fall,Master,美国,4.0,3.95
MCS@Rice,Reject,2023,Fall,Master,美国,100,88.0
MCS@Rice,Admit,2023,Fall,Master,美国,100,89.7
MCS@Rice,Reject,2023,Fall,Master,美国,100,86.99
MCS@Rice,Reject,2023,Fall,Master,美国,4.0,3.87
MCS@Rice,Reject,2023,Fall,Master,美国,4.0,3.82
MCS@Rice,Admit,2023,Fall,Master,美国,100,90.52
MCS@Rice,Reject,2023,Fall,Master,美国,4.0,3.85
MCS@Rice,Reject,2023,Fall,Master,美国,5.0,4.55
MCS@Rice,Admit,2023,Fall,Master,美国,100,92.3
MCS@Rice,Reject,2023,Fall,Master,美国,4.0,3.48
MCS@Rice,Reject,2023,Fall,Master,美国,100,87.5
MCS@Rice,Admit,2023,Fall,Master,美国,100,87.0
MCS@Rice,Admit,2023,Fall,Master,美国,4.0,3.92
MCS@Rice,Reject,2023,Fall,Master,美国,4.0,3.33
MCS@Rice,Reject,2023,Fall,Master,美国,4.3,3.7
MCS@Rice,Admit,2023,Fall,Master,美国,4.0,3.75
MCS@Rice,Admit,2023,Fall,Master,美国,4.0,3.8
MCS@Rice,Reject,2023,Fall,Master,美国,4.0,3.87
MCS@Rice,Admit,2023,Fall,Master,美国,100,90.9
MCS@Rice,Reject,2023,Fall,Master,美国,4.0,3.74
MCS@Rice,Reject,2023,Fall,Master,美国,5.0,4.41
MCS@Rice,Reject,2023,Fall,Master,美国,4.0,3.7
MCS@Rice,Admit,2023,Fall,Master,美国,4.0,3.91
MCS@Rice,Reject,2023,Fall,Master,美国,4.3,3.97
MCS@Rice,Admit,2023,Fall,Master,美国,100,91.63
MCS@Rice,Reject,2023,Fall,Master,美国,4.0,3.3
MCS@Rice,Reject,2023,Fall,Master,美国,100,92.91
MCS@Rice,Reject,2023,Fall,Master,美国,4.0,3.37
MCS@Rice,Admit,2023,Fall,Master,美国,4.0,3.84
MCS@Rice,Admit,2023,Fall,Master,美国,其他,27.89
MCS@Rice,Admit,2023,Fall,Master,美国,4.0,3.92
MCS@Rice,Reject,2023,Fall,Master,美国,100,87.0
MCS@Rice,Reject,2022,Fall,Master,美国,100,90.11
MCS@TAMU,Admit,2024,Fall,Master,美国,4.0,3.5
MCS@TAMU,Admit,2024,Fall,Master,美国,100,90.6
MCS@TAMU,Admit,2024,Fall,Master,美国,4.0,3.92
MCS@TAMU,Admit,2024,Fall,Master,美国,100,90.5
MCS@TAMU,Reject,2023,Fall,Master,美国,100,86.5
MCS@TAMU,Reject,2023,Fall,Master,美国,4.0,3.92
MCS@TAMU,Reject,2023,Fall,Master,美国,4.0,3.74
MCS@TAMU,Admit,2023,Fall,Master,美国,4.3,3.97
MCS@TAMU,Admit,2023,Fall,Master,美国,4.0,3.78
MCS@TAMU,Admit,2023,Fall,Master,美国,4.0,3.95
MCS@TAMU,Admit,2023,Fall,Master,美国,100,88.0
MCS@TAMU,Admit,2023,Fall,Master,美国,100,86.99
MCS@TAMU,Admit,2023,Fall,Master,美国,4.3,3.55
MCS@TAMU,Admit,2023,Fall,Master,美国,4.0,3.83
MCS@TAMU,Admit,2022,Fall,Master,美国,100,90.11
MCS@UCI,Reject,2024,Fall,Master,美国,4.0,3.83
MCS@UCI,Admit,2024,Fall,Master,美国,5.0,4.33
MCS@UCI,Admit,2024,Fall,Master,美国,100,91.08
MCS@UCI,Reject,2024,Fall,Master,美国,4.0,3.92
MCS@UCI,Reject,2024,Fall,Master,美国,100,90.6
MCS@UCI,Reject,2023,Fall,Master,美国,100,86.5
MCS@UCI,Reject,2023,Fall,Master,美国,5.0,4.43
MCS@UCI,Reject,2023,Fall,Master,美国,100,90.9
MCS@UCI,Reject,2023,Fall,Master,美国,4.0,3.84
MCS@UCI,Reject,2023,Fall,Master,美国,5.0,4.41
MCS@UCI,Reject,2023,Fall,Master,美国,4.0,3.8
MCS@UCI,Reject,2023,Fall,Master,美国,4.0,3.74
MCS@UCI,Reject,2023,Fall,Master,美国,4.0,3.37
MCS@UCI,Reject,2023,Fall,Master,美国,4.0,3.87
MCS@UCI,默拒,2023,Fall,Master,美国,4.0,3.95
MCS@UCI,Reject,2023,Fall,Master,美国,4.0,3.48
MCS@UCI,Admit,2023,Fall,Master,美国,4.3,3.55
MCS@UCI,Reject,2023,Fall,Master,美国,4.0,3.69
MCS@UCI,Reject,2023,Fall,Master,美国,5.0,4.55
MCS@UCI,Reject,2023,Fall,Master,美国,4.3,3.97
MCS@UCI,Reject,2022,Fall,Master,美国,100,90.11
MCS@UIUC,Reject,2024,Fall,Master,美国,4.0,3.75
MCS@UIUC,Reject,2024,Fall,Master,美国,100,94.25
MCS@UIUC,Reject,2024,Fall,Master,美国,4.3,3.7
MCS@UIUC,Reject,2024,Fall,Master,美国,4.0,3.83
MCS@UIUC,Reject,2024,Fall,Master,美国,4.0,3.81
MCS@UIUC,Waitlist,2024,Fall,Master,美国,100,91.7
MCS@UIUC,Reject,2024,Fall,Master,美国,4.3,3.7
MCS@UIUC,Admit,2024,Fall,Master,美国,100,91.82
MCS@UIUC,Admit,2024,Fall,Master,美国,4.0,3.97
MCS@UIUC,Admit,2024,Fall,Master,美国,100,91.11
MCS@UIUC,Admit,2024,Fall,Master,美国,4.0,3.93
MCS@UIUC,Reject,2024,Fall,Master,美国,4.0,3.96
MCS@UIUC,Reject,2024,Fall,Master,美国,100,92.0
MCS@UIUC,Reject,2024,Fall,Master,美国,100,90.6
MCS@UIUC,Reject,2024,Fall,Master,美国,4.0,3.92
MCS@UIUC,Reject,2024,Fall,Master,美国,4.0,3.82
MCS@UIUC,Reject,2024,Fall,Master,美国,100,93.05
MCS@UIUC,Reject,2024,Fall,Master,美国,4.0,3.7
MCS@UIUC,Reject,2024,Fall,Master,美国,4.0,3.69
MCS@UIUC,Reject,2024,Fall,Master,美国,100,89.1
MCS@UIUC,Reject,2024,Fall,Master,美国,5.0,4.33
MCS@UIUC,Reject,2024,Fall,Master,美国,100,90.1
MCS@UIUC,Reject,2024,Fall,Master,美国,4.0,3.94
MCS@UIUC,Admit,2024,Spring,Master,美国,4.0,3.7
MCS@UIUC,Admit,2024,Spring,Master,美国,4.0,3.48
MCS@UIUC,Admit,2024,Spring,Master,美国,100,90.3
MCS@UIUC,Admit,2024,Spring,Master,美国,4.0,3.74
MCS@UIUC,Admit,2024,Spring,Master,美国,4.0,3.84
MCS@UIUC,Reject,2023,Fall,Master,美国,100,88.0
MCS@UIUC,Admit,2023,Fall,Master,美国,4.0,3.98
MCS@UIUC,Reject,2023,Fall,Master,美国,4.3,3.94
MCS@UIUC,Reject,2023,Fall,Master,美国,4.0,3.92
MCS@UIUC,Reject,2023,Fall,Master,美国,5.0,4.55
MCS@UIUC,Reject,2023,Fall,Master,美国,100,87.5
MCS@UIUC,Reject,2023,Fall,Master,美国,4.0,3.85
MCS@UIUC,Reject,2023,Fall,Master,美国,4.0,3.95
MCS@UIUC,Reject,2023,Fall,Master,美国,100,92.3
MCS@UIUC,Reject,2023,Fall,Master,美国,4.0,3.87
MCS@UIUC,Reject,2023,Fall,Master,美国,100,86.5
MCS@UIUC,Reject,2023,Fall,Master,美国,4.0,3.87
MCS@UIUC,Admit,2023,Fall,Master,美国,4.0,3.59
MCS@UIUC,Admit,2023,Fall,Master,美国,4.0,3.95
MCS@UIUC,Reject,2023,Fall,Master,美国,4.3,4.1
MCS@UIUC,Reject,2023,Fall,Master,美国,100,90.52
MCS@UIUC,Waitlist,2023,Fall,Master,美国,100,89.7
MCS@UIUC,Admit,2023,Fall,Master,美国,4.0,3.75
MCS@UIUC,Admit,2023,Fall,Master,美国,4.0,3.86
MCS@UIUC,Admit,2023,Fall,Master,美国,100,91.63
MCS@UIUC,Reject,2023,Fall,Master,美国,4.3,3.7
MCS@UIUC,Reject,2023,Fall,Master,美国,4.0,3.5
MCS@UIUC,Reject,2023,Fall,Master,美国,100,86.99
MCS@UIUC,Reject,2023,Fall,Master,美国,4.0,3.82
MCS@UIUC,Reject,2023,Fall,Master,美国,4.0,3.85
MCS@UIUC,Reject,2023,Fall,Master,美国,4.0,3.91
MCS@UIUC,Admit,2023,Fall,Master,美国,4.0,3.94
MCS@UIUC,Reject,2023,Fall,Master,美国,4.0,3.7
MCS@UIUC,Reject,2023,Fall,Master,美国,100,86.3
MCS@UIUC,Reject,2023,Fall,Master,美国,4.3,3.55
MCS@UIUC,Reject,2023,Fall,Master,美国,5.0,4.41
MCS@UIUC,Reject,2023,Fall,Master,美国,4.0,3.92
MCS@UIUC,Admit,2023,Fall,Master,美国,4.0,3.97
MCS@UIUC,Reject,2023,Fall,Master,美国,4.3,3.75
MCS@UIUC,Reject,2023,Fall,Master,美国,100,90.9
MCS@UIUC,Admit,2022,Fall,Master,美国,100,88.42
MCS@UIUC,Reject,2022,Fall,Master,美国,100,90.11
MCS@UIUC,Reject,2022,Fall,Master,美国,100,89.28
MCS@UVa,Reject,2024,Fall,Master,美国,4.0,3.21
MCS@UVa,Admit,2024,Fall,Master,美国,100,90.6
MCS@UVa,Reject,2024,Fall,Master,美国,5.0,4.33
MCS@UVa,Admit,2023,Fall,Master,美国,100,86.99
MCS@UVa,Admit,2023,Fall,Master,美国,4.0,3.85
MCS@UVa,Admit,2023,Fall,Master,美国,4.0,3.85
MDS@Rice,Reject,2023,Fall,Master,美国,4.0,3.87
MDS@UCI,Reject,2023,Fall,Master,美国,4.0,3.87
MDSAI@Waterloo,Reject,2024,Fall,Master,美国,100,90.5
MDSAI@Waterloo,Reject,2024,Fall,Master,美国,4.0,3.6
MDSAI@Waterloo,Admit,2024,Fall,Master,美国,4.0,3.93
MDSAI@Waterloo,Admit,2023,Fall,Master,美国,4.0,3.74
MDSAI@Waterloo,Admit,2023,Fall,Master,美国,100,90.52
